index_counter,name,latitude,longitude,region,auth_area,elevation
4723,Holmfirth,53.5715,-1.7848,Yorkshire & Humber,West Yorkshire,148
4724,Holsworthy,50.8087,-4.3528,South West,Devon,143
4725,Honley,53.602,-1.7927,Yorkshire & Humber,West Yorkshire,125
4726,Selby,53.7833,-1.0656,Yorkshire & Humber,North Yorkshire,2
4727,Sgurr A' Mhaim,56.7569,-5.0015,Northern Scottish Highlands,Highland,1098
4728,Sgurr An Lochain,57.1386,-5.2925,Northern Scottish Highlands,Highland,1004
4729,Sgurr Breac,57.6899,-5.0914,Northern Scottish Highlands,Highland,1000
4730,Sgurr Choinnich Mor,56.8002,-4.9009,Northern Scottish Highlands,Highland,1095
4731,Sgurr Fhuaran,57.1929,-5.3431,Northern Scottish Highlands,Highland,1068
4732,Sgurr Mor (1110m),57.6999,-5.0137,Northern Scottish Highlands,Highland,1110
4733,Sgurr Na Banachdich,57.2215,-6.2415,Northern Scottish Highlands,Highland,965
4734,Sgurr Nan Ceannaichean,57.4836,-5.1951,Northern Scottish Highlands,Highland,915
4735,Sgurr Nan Clach Geala,57.6959,-5.0445,Northern Scottish Highlands,Highland,1093
4736,Sgurr Nan Each,57.6822,-5.0434,Northern Scottish Highlands,Highland,923
4737,Shapinsay Sound,59.0044,-2.8306,Orkney and Shetland,Orkney Islands,0
4738,Sharston,53.3936,-2.2533,North West,Greater Manchester,43
4739,Sheerness,51.4396,0.7658,South East,Kent,1
4740,Sheffield United F.C.,53.3718,-1.4735,Yorkshire & Humber,South Yorkshire,69
4741,Bentley (West Yorkshire),53.8245,-1.5654,Yorkshire & Humber,West Yorkshire,55
4742,Bentworth,51.1578,-1.0497,South East,Hampshire,171
4743,Bestwood,52.9986,-1.159,East Midlands,Nottingham,82
4744,Bexley,51.4414,0.1487,South East,Greater London,36
4745,Bicester,51.8992,-1.1521,South East,Oxfordshire,72
4746,Biddulph Grange Gardens,53.1296,-2.1595,West Midlands,Staffordshire,160
4747,Binbrook,53.4282,-0.1786,East Midlands,Lincolnshire,73
4748,Birchgrove,51.5183,-3.2074,Wales,Cardiff,39
4749,Birmingham City F.C.,52.4782,-1.8646,West Midlands,West Midlands Conurbation,121
4750,Birmingham International Airport,52.4533,-1.7357,West Midlands,West Midlands Conurbation,93
4751,Biscot,51.8995,-0.4319,Eastern England,Luton,118
4752,Blackpool Pleasure Beach,53.7909,-3.0542,North West,Blackpool,5
4753,Blackpool Sands,50.3193,-3.6099,South West,Devon,0
4754,Howden Moors,53.4688,-1.7567,Yorkshire & Humber,South Yorkshire,387
4755,Ightfield,52.9423,-2.6052,West Midlands,Shropshire,116
4756,Ilfracombe Youth Hostel,51.207,-4.1181,South West,Devon,69
4757,Irthlingborough,52.3252,-0.6115,East Midlands,Northamptonshire,55
4758,Isle Of Man Tourist Trophy Circuit,54.1651,-4.477,North West,none,68
4759,Shepton Mallet,51.1904,-2.5465,South West,Somerset,137
4760,Shibden Hall,53.7261,-1.8371,Yorkshire & Humber,West Yorkshire,175
4761,Shildon,54.6333,-1.6534,North East,Durham,141
4762,Shining Cliff Youth Hostel,53.0655,-1.5044,East Midlands,Derbyshire,175
4763,Sholing,50.8993,-1.3527,South East,Southampton,33
4764,Shoreham-By-Sea,50.8339,-0.2751,South East,West Sussex,2
4765,Sidmouth,50.6782,-3.2363,South West,Devon,1
4766,Sighthill,55.9217,-3.2854,Scottish Border,Edinburgh,68
4767,Silsden,53.9154,-1.9359,Yorkshire & Humber,West Yorkshire,115
4768,Silverdale,53.0146,-2.2712,West Midlands,Staffordshire,144
4769,Silverknowes,55.9715,-3.271,Scottish Border,Edinburgh,45
4770,Sinclair's Bay,58.5003,-3.1076,Northern Scottish Highlands,Highland,0
4771,Skelton,54.5618,-0.9879,North East,Redcar and Cleveland,90
4772,Skiddaw,54.6479,-3.1449,North West,Cumbria,931
4773,Slaidburn Youth Hostel,53.9671,-2.4491,North West,Lancashire,190
4774,Slaithwaite,53.6183,-1.8797,Yorkshire & Humber,West Yorkshire,192
4775,Slimbridge Youth Hostel,51.7352,-2.3846,South West,Gloucestershire,8
4776,Smallthorne,53.0519,-2.1714,West Midlands,Stoke-on-Trent,157
4777,Smethwick,52.4921,-1.9638,West Midlands,West Midlands Conurbation,150
4778,Sneyd Park,51.4733,-2.6343,South West,Bristol,74
4779,Solihull Lodge,52.4072,-1.8627,West Midlands,West Midlands Conurbation,147
4780,Sound Of Barra,57.0714,-7.3837,Northern Scottish Highlands,Na h-Eileanan Siar,0
4781,Sound Of Canna,57.0469,-6.4106,Northern Scottish Highlands,Highland,0
4782,Bodrhyddan Hall,53.3002,-3.4358,Wales,Denbighshire,19
4783,Bradmore,52.5786,-2.1575,West Midlands,West Midlands Conurbation,130
4784,Jersey Airport,49.208,-2.1928,South West,Jersey,80
4785,Jurby Motor Racing Circuit,54.3603,-4.525,North West,none,26
4786,Keighley,53.8676,-1.9109,Yorkshire & Humber,West Yorkshire,118
4787,Keith,57.5433,-2.95,Eastern Scottish Highlands,Moray,142
4788,Kelty,56.1331,-3.3765,Central Scotland,Fife,135
4789,Kelvinside,55.886,-4.304,Western Scotland,Glasgow,48
4790,Kempton Park Racecourse,51.4182,-0.3963,South East,Surrey,14
4791,Kendoon Youth Hostel,55.1696,-4.1785,Scottish Border,Dumfries and Galloway,137
4792,Kilbowie,55.9134,-4.4069,Western Scotland,West Dunbartonshire,52
4793,Kilkeel,54.063,-6.0061,Northern Ireland,County Down,25
4794,Killin,56.4755,-4.3272,Central Scotland,Stirling,150
4795,Kimberworth,53.4332,-1.3871,Yorkshire & Humber,South Yorkshire,77
4796,Kincardine,56.069,-3.7153,Central Scotland,Fife,7
4797,King's Lynn Youth Hostel,52.7511,0.3989,Eastern England,Norfolk,5
4798,Kinmount Gardens,54.9992,-3.3339,Scottish Border,Dumfries and Galloway,30
4799,Kinross,56.2062,-3.4215,Central Scotland,Perth and Kinross,120
4800,Sound Of Islay,55.8199,-6.0898,Western Scotland,Argyll and Bute,0
4801,Sound Of Monach,57.5473,-7.571,Northern Scottish Highlands,Na h-Eileanan Siar,0
4802,Sound Of Pabbay,56.8671,-7.5611,Northern Scottish Highlands,Na h-Eileanan Siar,0
4803,Sound Of Taransay,57.879,-6.9921,Northern Scottish Highlands,Na h-Eileanan Siar,0
4804,South Benfleet,51.545,0.5703,Eastern England,Essex,22
4805,South Petherton,50.9476,-2.8092,South West,Somerset,39
4806,Southam,52.2501,-1.3882,West Midlands,Warwickshire,75
4807,Southchurch,51.5385,0.7457,Eastern England,Southend-on-Sea,10
4808,Southwell Racecourse,53.0688,-0.9063,East Midlands,Nottinghamshire,16
4809,Southwick (West Sussex),50.8348,-0.2367,South East,West Sussex,7
4810,Speedwell,51.4692,-2.5269,South West,Bristol,74
4811,Spennymoor,54.6976,-1.584,North East,Durham,115
4812,Spidean Mialach,57.0889,-5.1958,Northern Scottish Highlands,Highland,996
4813,Springboig,55.8597,-4.1534,Western Scotland,Glasgow,41
4814,Springhill (Nt),54.6877,-6.6528,Northern Ireland,County Londonderry,107
4815,Sron Na Creise,56.6135,-4.8696,Northern Scottish Highlands,Highland,1100
4816,Stac Pollaidh,58.0444,-5.2046,Northern Scottish Highlands,Highland,613
4817,Stagshaw Garden,54.4198,-2.9504,North West,Cumbria,182
4818,Stainforth (South Yorkshire),53.598,-1.0338,Yorkshire & Humber,South Yorkshire,2
4819,Stakes,50.8718,-1.0232,South East,Hampshire,49
4820,Stanfield,53.055,-2.1915,West Midlands,Stoke-on-Trent,171
4821,Stanks,53.815,-1.4424,Yorkshire & Humber,West Yorkshire,89
4822,Starling,53.5914,-2.3421,North West,Greater Manchester,149
4823,Breightmet,53.5825,-2.3962,North West,Greater Manchester,75
4824,Brigg,53.5516,-0.4903,Yorkshire & Humber,North Lincolnshire,3
4825,Briston,52.8537,1.0635,Eastern England,Norfolk,54
4826,Broad Cairn,56.92,-3.2527,Eastern Scottish Highlands,Aberdeenshire,998
4827,Broad Hinton,51.4842,-1.8442,South West,Wiltshire,182
4828,Broadstairs,51.3597,1.4338,South East,Kent,42
4829,Brough,53.7298,-0.5716,Yorkshire & Humber,East Riding of Yorkshire,7
4830,Broughton Castle,52.0458,-1.3934,South East,Oxfordshire,129
4831,Brownhills,52.6457,-1.9296,West Midlands,West Midlands Conurbation,150
4832,Burgh Le Marsh,53.1617,0.2405,East Midlands,Lincolnshire,17
4833,Kirkby Stephen,54.4741,-2.3475,North West,Cumbria,170
4834,Kirkintilloch,55.9369,-4.1556,Western Scotland,East Dunbartonshire,50
4835,Kirkwall,58.985,-2.9607,Orkney and Shetland,Orkney Islands,1
4836,Kirkwall Youth Hostel,58.9714,-2.9639,Orkney and Shetland,Orkney Islands,6
4837,Knowle (Bristol),51.433,-2.5632,South West,Bristol,76
4838,Knowle (West Midlands),52.386,-1.7306,West Midlands,West Midlands Conurbation,121
4839,Lane Head,52.5979,-2.0343,West Midlands,West Midlands Conurbation,139
4840,Langdon Beck Youth Hostel,54.6671,-2.1981,North East,Durham,438
4841,Langport,51.0377,-2.8274,South West,Somerset,8
4842,Larmer Tree Gardens,50.9497,-2.0747,South West,Dorset,137
4843,Stevenston,55.6418,-4.7591,Western Scotland,North Ayrshire,16
4844,Steyning,50.8869,-0.3251,South East,West Sussex,16
4845,Stob Ban (Grey Corries),56.8095,-4.8355,Northern Scottish Highlands,Highland,977
4846,Stob Choire Claurigh,56.8225,-4.8423,Northern Scottish Highlands,Highland,1177
4847,Stob Coire Easain,56.8168,-4.773,Northern Scottish Highlands,Highland,1116
4848,Stob Dearg,56.6483,-4.8996,Northern Scottish Highlands,Highland,1022
4849,Stob Dubh,56.6386,-4.9722,Northern Scottish Highlands,Highland,958
4850,Stoke Gifford,51.5165,-2.5422,South West,South Gloucestershire,59
4851,Stone,52.9076,-2.1426,West Midlands,Staffordshire,110
4852,Stone House Cottage Garden,52.3752,-2.1965,West Midlands,Worcestershire,72
4853,Stonehaven (Beach),56.965,-2.206,Eastern Scottish Highlands,Aberdeenshire,3
4854,Stonehenge,51.1788,-1.8388,South West,Wiltshire,110
4855,Stoneleigh Abbey Grounds,52.3364,-1.5218,West Midlands,Warwickshire,58
4856,Stourport-On-Severn,52.3414,-2.2762,West Midlands,Worcestershire,29
4857,Stowe Landscape Gardens,52.0301,-1.0208,South East,Buckinghamshire,122
4858,Stratford Racecourse,52.1811,-1.7244,West Midlands,Warwickshire,34
4859,Strathaven,55.6756,-4.063,Western Scotland,South Lanarkshire,190
4860,Streatley Youth Hostel,51.5184,-1.1522,South East,West Berkshire,152
4861,Street,51.1242,-2.7416,South West,Somerset,19
4862,Streetlam,54.3877,-1.5207,Yorkshire & Humber,North Yorkshire,45
4863,Streetly,52.5755,-1.882,West Midlands,West Midlands Conurbation,162
4864,Stretford,53.4464,-2.3073,North West,Greater Manchester,25
4865,Stroud,51.7453,-2.2164,South West,Gloucestershire,57
4866,Stryd Y Facsen,53.3252,-4.506,Wales,Isle of Anglesey,20
4867,Stubshaw Cross,53.4989,-2.6152,North West,Greater Manchester,44
4868,Stuc A' Chroin,56.3332,-4.2337,Central Scotland,Perth and Kinross,972
4869,Newquay - Fistral (Beach),50.4164,-5.1002,South West,Cornwall,0
4870,Perranporth - Village (Beach),50.3491,-5.1535,South West,Cornwall,0
4871,St Ives - Porthminster (Beach),50.2085,-5.4757,South West,Cornwall,0
4872,Poldhu Cove (Beach),50.0339,-5.2606,South West,Cornwall,0
4873,Portwrinkle (Beach),50.3584,-4.2922,South West,Cornwall,0
4874,Hartland Quay (Beach),50.9934,-4.5331,South West,Devon,0
4875,Bovisand Bay (Beach),50.3356,-4.1204,South West,Devon,0
4876,Millwall F.C.,51.48593,-0.05096,South East,Greater London,15
4877,"Hive Beach, Burton Bradstock (Beach)",50.6964,-2.7228,South West,Dorset,0
4878,Poole - Branksome Chine (Beach),50.7063,-1.9087,South West,Poole,0
4879,Bournemouth - Alum Chine (Beach),50.7125,-1.8906,South West,Bournemouth,0
4880,Colwell Bay (Beach),50.6918,-1.5353,South East,Isle of Wight,0
4881,Cowes (Beach),50.7672,-1.3079,South East,Isle of Wight,0
4882,Seagrove (Beach),50.7157,-1.1068,South East,Isle of Wight,0
4883,Hill Head (Beach),50.8129,-1.2231,South East,Hampshire,0
4884,Bognor Regis - East (Beach),50.7821,-0.6709,South East,West Sussex,0
4885,Cooden Beach (Beach),50.8327,0.431,South East,East Sussex,0
4886,Folkestone (Beach),51.0816,1.191,South East,Kent,0
4887,Swanage,50.6136,-1.9588,South West,Dorset,10
4888,Margate - Fulsam Rock (Beach),51.3928,1.3858,South East,Kent,0
4889,Southend - Westcliff Bay (Beach),51.5352,0.6902,Eastern England,Southend-on-Sea,0
4890,Southend - Three Shells (Beach),51.5331,0.7126,Eastern England,Southend-on-Sea,0
4891,Hemsby (Beach),52.6921,1.7115,Eastern England,Norfolk,0
4892,Moggs Eye (Huttoft Beach) (Beach),53.2826,0.3111,East Midlands,Lincolnshire,0
4893,Sandsend (Beach),54.5016,-0.6678,Yorkshire & Humber,North Yorkshire,0
4894,Redcar - Stray (Beach),54.6048,-1.0339,North East,Redcar and Cleveland,0
4895,Seaham Beach,54.8509,-1.3423,North East,Durham,0
4896,South Shields (Sandhaven) (Beach),55.002,-1.4136,North East,South Tyneside,0
4897,Warkworth (Beach),55.3451,-1.5879,North East,Northumberland,0
4898,Yarner Wood (Aurn),50.5975,-3.7164,South West,Devon,120
4899,Moreton (Beach),53.4163,-3.1191,North West,Merseyside,0
4900,"Lleiniog Beach, Penmon (Beach)",53.2929,-4.0681,Wales,Isle of Anglesey,0
4901,Porth Trwyn (Beach),53.3593,-4.5605,Wales,Isle of Anglesey,0
4902,Dyffryn (Llanenddwyn) (Beach),52.7849,-4.1251,Wales,Gwynedd,0
4903,Mwnt (Beach),52.136,-4.6406,Wales,Ceredigion,0
4904,St Brelade's Bay (Beach),49.1846,-2.1951,South West,Jersey,0
4905,Beauport (Beach),49.1794,-2.2078,South West,Jersey,0
4906,St. Ouens Bay - Watersplash (Beach),49.2335,-2.2396,South West,Jersey,0
4907,Embo Beach,57.9156,-3.9987,Northern Scottish Highlands,Highland,0
4908,The Sands Of Breckon (Beach),60.7264,-1.0351,Orkney and Shetland,Shetland Islands,0
4909,West Sandwick Beach,60.5827,-1.1869,Orkney and Shetland,Shetland Islands,0
4910,Ganavan (Beach),56.4388,-5.4693,Western Scotland,Argyll and Bute,0
4911,Largs - Main (Beach),55.7957,-4.8706,Western Scotland,North Ayrshire,0
4912,Dunure (Beach),55.407,-4.7586,Western Scotland,South Ayrshire,0
4913,Gourock (Beach),55.9635,-4.7916,Western Scotland,Inverclyde,0
4914,Culzean (Beach),55.346,-4.8094,Western Scotland,South Ayrshire,0
4915,"Magilligan Strand, Benone (Beach)",55.1683,-6.8155,Northern Ireland,County Londonderry,0
4916,"Portrush, Whiterocks (Beach)",55.2063,-6.6084,Northern Ireland,County Antrim,0
4917,Leree (Beach),49.4523,-2.6507,South West,Guernsey,0
4918,Thorntonloch (Beach),55.9646,-2.3993,Scottish Border,East Lothian,0
4919,Porthcawl - Rest Bay (Beach),51.4886,-3.7251,Wales,Bridgend,0
4920,Tenby - Castle Beach,51.6703,-4.6953,Wales,Pembrokeshire,0
4921,Saunton Sands (Beach),51.0989,-4.2232,South West,Devon,0
4922,Putsborough Sands (Beach),51.1468,-4.2227,South West,Devon,0
4923,Bude - Summerleaze (Beach),50.8316,-4.5546,South West,Cornwall,0
4924,Rippon Tor,50.5659,-3.77,South West,Devon,473
4925,Scole,52.36458,1.1597,Eastern England,Norfolk,27
4926,Stob Law,55.5871,-3.2212,Scottish Border,Scottish Borders,676
4927,The Calf,54.3677,-2.5119,North West,Cumbria,676
4928,The Cheviot,55.4785,-2.1439,North East,Northumberland,815
4929,Three Pikes,54.7034,-2.2573,North East,Durham,651
4930,Toome Bridge,54.7512,-6.4545,Northern Ireland,County Antrim,18
4931,Ullscarf,54.4998,-3.0941,North West,Cumbria,726
4932,Weston-Super-Mare No 2,51.3639,-2.9065,South West,North Somerset,5
4933,Whitehope Law,55.6901,-3.0654,Scottish Border,Scottish Borders,623
4934,Win Hill,53.3621,-1.7193,East Midlands,Derbyshire,462
4935,Aran Benllyn,52.8036,-3.6812,Wales,Gwynedd,885
4936,Aran Fawddwy,52.7867,-3.6866,Wales,Gwynedd,905
4937,Bache Hill,52.2649,-3.152,Wales,Powys,610
4938,Barrowden,52.5914,-0.6021,East Midlands,Rutland,57
4939,Beinn Tarsuinn,55.6217,-5.2415,Western Scotland,North Ayrshire,826
4940,Black Hill,53.5385,-1.882,Yorkshire & Humber,Derbyshire,582
4941,Black Mixen,52.2714,-3.1777,Wales,Powys,650
4942,Bradley Stoke,51.5318,-2.5464,South West,South Gloucestershire,56
4943,Broad Law,55.4981,-3.3513,Scottish Border,Scottish Borders,840
4944,Cadair Bronwen,52.9011,-3.3716,Wales,Wrexham,785
4945,Carnedd Moel-Siabod,53.0729,-3.9328,Wales,Conwy,872
4946,Cauldcleuch Head,55.2972,-2.856,Scottish Border,Scottish Borders,619
4947,Cock Mountain,54.1736,-6.0778,Northern Ireland,County Down,507
4948,Cocks Hill,50.5924,-4.0221,South West,Devon,501
4949,Corserine,55.1551,-4.3579,Scottish Border,Dumfries and Galloway,814
4950,Culter Fell,55.5462,-3.5013,Scottish Border,Scottish Borders,748
4951,Cushat Law,55.4172,-2.1134,North East,Northumberland,615
4952,Dodd Fell,54.2565,-2.2442,Yorkshire & Humber,North Yorkshire,668
4953,Drum,53.2074,-3.9341,Wales,Conwy,770
4954,Drygarn Fawr,52.2118,-3.6645,Wales,Powys,645
4955,Duck's Pool,50.4942,-3.9377,South West,Devon,460
4956,Fiend's Fell,54.7595,-2.5546,North West,Cumbria,634
4957,Gateshead,54.9433,-1.5925,North East,Gateshead,114
4958,Gathersnow Hill,55.5159,-3.4908,Scottish Border,Scottish Borders,688
4959,Glyder Fach,53.1045,-4.0072,Wales,Conwy,994
4960,Hameldown Tor,50.6098,-3.8331,South West,Devon,527
4961,Helvellyn,54.5269,-3.0161,North West,Cumbria,950
4962,Hob Tor,53.2897,-1.9061,East Midlands,Derbyshire,507
4963,Kingswood,51.6254,-2.3662,South West,Gloucestershire,51
4964,Lamachan Hill,55.0619,-4.4505,Scottish Border,Dumfries and Galloway,717
4965,Margery Hill,53.4574,-1.7152,Yorkshire & Humber,South Yorkshire,548
4966,Middle Tongue,54.2253,-2.1395,Yorkshire & Humber,North Yorkshire,643
4967,Millfore,55.0501,-4.3829,Scottish Border,Dumfries and Galloway,657
4968,Moel Sych,52.8758,-3.3875,Wales,Powys,827
4969,Molls Cleuch Dod,55.448,-3.3417,Scottish Border,Scottish Borders,785
4970,Nigg,57.7182,-4.0084,Northern Scottish Highlands,Highland,36
4971,Orkney: Loch Of Hundland,59.11257,-3.22773,Orkney and Shetland,Orkney Islands,28
4972,Pen Allt-Mawr,51.9112,-3.153,Wales,Powys,720
4973,Pen Cerrig-Calch,51.8943,-3.1387,Wales,Powys,701
4974,Rhos Dirion,51.9929,-3.1484,Wales,Powys,713
4975,Burnsall,54.0499,-1.9548,Yorkshire & Humber,North Yorkshire,150
4976,Halton Gill,54.1847,-2.1848,Yorkshire & Humber,North Yorkshire,305
4977,Kingsdale,54.1899,-2.4622,Yorkshire & Humber,North Yorkshire,272
4978,Long Churn Cave,54.1774,-2.3369,Yorkshire & Humber,North Yorkshire,289
4979,Ribblehead,54.2058,-2.3607,Yorkshire & Humber,North Yorkshire,308
4980,Glenmore Lodge,57.1644,-3.6761,Northern Scottish Highlands,Highland,327
4981,Dovedale,53.06934,-1.7857,West Midlands,Staffordshire,205
4982,Loch Lomond,56.1143,-4.6237,Western Scotland,Argyll and Bute,4
4983,Hellifield,54.0058,-2.2215,Yorkshire & Humber,North Yorkshire,143
4984,Langsett Barn,53.5002,-1.6839,Yorkshire & Humber,South Yorkshire,269
4985,Potter Heigham,52.7205,1.575,Eastern England,Norfolk,11
4986,Balmoral Castle,57.0406,-3.2298,Eastern Scottish Highlands,Aberdeenshire,266
4987,Mynydd Illtyd,51.9244,-3.5047,Wales,Powys,323
4988,Otterburn Camp,55.2588,-2.1688,North East,Northumberland,217
4989,Llyn Tegid,52.8883,-3.6229,Wales,Gwynedd,160
4990,National White Water Centre (Bala),52.947,-3.6517,Wales,Gwynedd,268
4991,Balmaha,56.0837,-4.5424,Central Scotland,Stirling,6
4992,Castell Henllys,52.0165,-4.7445,Wales,Pembrokeshire,52
4993,Lakeside,54.6702,-3.2448,North West,Cumbria,63
4994,Seathwaite,54.4991,-3.1822,North West,Cumbria,129
4995,Goytre Wharf (Abergavenny),51.7512,-2.9964,Wales,Monmouthshire,100
4996,Askrigg Common,54.3362,-2.0851,Yorkshire & Humber,North Yorkshire,477
4997,Bainbridge,54.3068,-2.1033,Yorkshire & Humber,North Yorkshire,215
4998,Andrews Memorial Primary School,54.54632,-5.75717,Northern Ireland,County Down,29
4999,Newton Poppleford Primary School,50.69898,-3.294856,South West,Devon,45
5000,Warton,53.7446,-2.8854,North West,Lancashire,18
5001,Tain Range,57.819,-3.966,Northern Scottish Highlands,Highland,4
5002,Rosehearty Samos,57.698,-2.121,Eastern Scottish Highlands,Aberdeenshire,4
5003,Kirkwall,58.954,-2.9,Orkney and Shetland,Orkney Islands,26
5004,Katesbridge,54.3,-6.1,Northern Ireland,County Down,91
5005,Kinbrace,58.233,-3.917,Northern Scottish Highlands,Highland,103
5006,Kenley,51.303,-0.09,South East,Surrey,170
5007,Guernsey,49.44,-2.6,South West,Guernsey,101
5008,Belfast International Airport,54.664,-6.224,Northern Ireland,County Antrim,63
5009,Winterbourne,52.456,-1.9262,West Midlands,West Midlands Conurbation,140
5010,Hemsby,52.686,1.693,Eastern England,Norfolk,14
5011,Wattisham,52.123,0.961,Eastern England,Suffolk,89
5012,Mumbles Head,51.565,-3.981,Wales,Swansea,32
5013,Benson,51.62,-1.097,South East,Oxfordshire,57
5014,Strathallan,56.326,-3.729,Central Scotland,Perth and Kinross,35
5015,Glen Ogle,56.423,-4.32,Central Scotland,Stirling,564
5016,Ronaldsway,54.0849,-4.6321,North West,none,16
5017,Boulmer,55.421,-1.6,North East,Northumberland,23
5018,Topcliffe,54.204,-1.39,Yorkshire & Humber,North Yorkshire,25
5019,Bridlington Mrsc,54.094,-0.174,Yorkshire & Humber,East Riding of Yorkshire,15
5020,Rhyl,53.259,-3.509,Wales,Denbighshire,77
5021,Hawarden,53.174,-2.986,Wales,Flintshire,10
5022,Watnall,53.005,-1.25,East Midlands,Nottinghamshire,117
5023,Leconfield Sar,53.867,-0.433,Yorkshire & Humber,East Riding of Yorkshire,7
5024,Donna Nook,53.473,0.154,East Midlands,Lincolnshire,8
5025,Coningsby,53.094,-0.171,East Midlands,Lincolnshire,6
